event_timestamp,user_id,feature_name,action_type,session_id,session_duration_sec,device_type,user_type
2025-12-14 00:09:59.937511,4682,,click,33449,440.0,web,returning
2025-12-17 19:18:59.937511,4988,Export,download,20128,494.0,web,returning
2025-12-17 19:18:59.937511,4988,Export,download,20128,494.0,web,returning
2025-12-11 01:14:59.937511,4204,Filter,download,26263,556.0,web,returning
2025-12-23 15:48:59.937511,1911,dashboard,view,32915,635.0,web,new
2025-12-17 02:01:59.937511,2344,Search,click,28292,,mobile,new
2025-12-04 14:11:59.937511,1731,Export,view,12507,,mobile,returning
2025-12-27 08:47:59.937511,1473,Filter,download,22457,531.0,mobile,new
2025-12-29 19:49:59.937511,3813,KPI Page,download,22912,,web,returning
2025-11-22 03:48:59.937511,3948,Search,download,30269,,mobile,returning
2025-12-31 06:41:59.937511,1521,dashboard,view,34847,1397.0,mobile,returning
2025-11-10 20:27:59.937511,2244,Search,click,38173,,mobile,returning
2025-11-30 06:24:59.937511,3093,Filter,download,21120,1359.0,mobile,returning
2025-12-02 04:38:59.937511,3755,Search,click,23050,311.0,web,new
2026-01-05 10:54:59.937511,4480,,click,39846,858.0,mobile,returning
2025-11-24 05:56:59.937511,3687,KPI Page,click,16985,,web,new
2025-12-27 23:03:59.937511,2902,Dashboard,download,26331,1747.0,mobile,new
2025-12-29 03:50:59.937511,3289,Export,view,39004,,mobile,new
2025-12-24 00:30:59.937511,2843,Search,click,28173,,web,returning
2025-12-06 19:44:59.937511,1960,Search,view,30952,1116.0,web,new
2025-11-24 17:22:59.937511,3893,dashboard,click,37188,,mobile,returning
2025-12-19 01:23:59.937511,2595,,download,11280,,mobile,new
2025-12-07 23:53:59.937511,4086,Filter,view,45272,1540.0,mobile,new
2025-12-25 00:28:59.937511,1118,Filter,view,36497,1493.0,mobile,new
2025-12-29 10:22:59.937511,1110,Filter,download,46987,1367.0,web,returning
2025-12-22 20:09:59.937511,1744,Dashboard,view,34844,680.0,mobile,returning
2025-12-15 07:46:59.937511,2139,,view,26532,1719.0,mobile,new
2025-11-15 13:20:59.937511,4899,Search,click,14496,1609.0,web,new
2025-11-12 16:05:59.937511,3544,dashboard,click,18272,979.0,web,returning
2025-12-14 09:25:59.937511,1687,Export,download,17506,1602.0,mobile,new
2025-12-09 05:02:59.937511,3358,KPI Page,view,35995,1474.0,web,new
2025-12-08 06:23:59.937511,4482,KPI Page,download,17933,1640.0,mobile,returning
2025-11-17 02:12:59.937511,3072,KPI Page,view,10829,,mobile,new
2025-12-13 18:46:59.937511,3603,,view,20026,901.0,mobile,returning
2026-01-03 17:50:59.937511,2099,Search,click,15679,,web,returning
2025-12-15 07:28:59.937511,2377,Dashboard,view,31300,,web,returning
2025-12-11 19:02:59.937511,2145,Export,download,28105,1148.0,web,new
2025-12-17 19:25:59.937511,3001,Export,click,41201,,mobile,new
2025-11-30 23:39:59.937511,2656,KPI Page,click,30067,,mobile,returning
2025-12-30 21:54:59.937511,2354,Search,download,39736,,mobile,new
2025-11-28 08:16:59.937511,2292,Dashboard,download,45118,1570.0,web,new
2025-12-05 23:35:59.937511,3967,Export,download,49111,589.0,web,returning
2025-11-27 03:33:59.937511,2238,Dashboard,download,45005,,web,new
2025-11-22 07:25:59.937511,3612,,view,16723,1797.0,mobile,returning
2025-12-11 19:51:59.937511,1755,Dashboard,view,41308,243.0,mobile,returning
2026-01-07 02:36:59.937511,3811,Dashboard,click,19777,,web,new
2025-12-18 16:42:59.937511,3483,Export,download,24790,,mobile,returning
2026-01-03 09:13:59.937511,2756,Search,download,13947,1258.0,web,new
2025-11-18 04:55:59.937511,1643,dashboard,click,46175,163.0,web,returning
2026-01-03 20:46:59.937511,2924,Search,click,25170,,mobile,new
2025-12-04 21:29:59.937511,4226,,download,48652,1364.0,mobile,new
2026-01-08 18:20:59.937511,1610,Search,click,14679,132.0,mobile,returning
2025-12-23 11:27:59.937511,3820,Search,download,36378,,mobile,new
2025-12-20 03:20:59.937511,4008,Search,download,26408,62.0,web,new
2025-12-05 08:19:59.937511,3360,Dashboard,click,40834,,mobile,new
2025-12-20 11:46:59.937511,3600,,view,15979,,mobile,returning
2025-11-20 08:04:59.937511,4513,dashboard,view,36977,,mobile,returning
2025-12-30 21:16:59.937511,1150,Filter,click,30612,,web,returning
2025-11-10 22:04:59.937511,3693,,download,40276,856.0,web,returning
2025-12-26 04:32:59.937511,3561,Filter,click,23340,556.0,mobile,returning
2025-12-24 22:26:59.937511,1497,Dashboard,download,49903,1646.0,web,returning
2025-12-31 01:58:59.937511,2671,Dashboard,click,17435,955.0,web,returning
2025-12-07 09:08:59.937511,3084,KPI Page,view,37229,,mobile,new
2025-11-23 23:32:59.937511,2571,dashboard,download,43308,1538.0,web,returning
2025-12-18 14:01:59.937511,2392,,download,27509,1690.0,mobile,returning
2026-01-02 14:25:59.937511,3703,Filter,click,39264,,mobile,returning
2025-12-30 06:42:59.937511,2545,Filter,view,22363,1438.0,mobile,new
2025-12-18 04:55:59.937511,1178,Search,download,40996,,mobile,new
2025-11-14 04:26:59.937511,1517,Export,download,31757,1791.0,mobile,new
2025-12-22 09:44:59.937511,1062,KPI Page,click,36868,1793.0,web,returning
2025-12-04 22:31:59.937511,2386,Export,download,36049,1340.0,mobile,returning
2026-01-06 20:49:59.937511,3943,,view,45456,83.0,web,returning
2025-11-19 01:00:59.937511,2777,Dashboard,download,16586,918.0,mobile,new
2025-11-19 01:00:59.937511,2777,Dashboard,download,16586,918.0,mobile,new
2025-11-15 22:09:59.937511,2201,Search,view,38225,308.0,mobile,new
2025-11-18 00:04:59.937511,3496,,view,25783,1029.0,web,returning
2025-12-22 15:30:59.937511,2045,KPI Page,click,40490,599.0,web,returning
2026-01-03 07:08:59.937511,2225,KPI Page,view,26390,,web,returning
2025-11-20 12:33:59.937511,1971,Filter,download,33524,,mobile,new
2026-01-09 17:29:59.937511,2621,Search,click,47088,1781.0,mobile,returning
2025-12-01 18:16:59.937511,3486,,view,24352,1313.0,mobile,new
2026-01-06 22:16:59.937511,3647,Dashboard,view,38889,,web,new
2025-12-10 13:17:59.937511,4061,Filter,click,23159,,mobile,new
2025-12-24 16:10:59.937511,4962,,view,32198,1657.0,mobile,new
2025-12-01 08:25:59.937511,4523,KPI Page,download,36044,,web,returning
2025-12-01 08:25:59.937511,4523,KPI Page,download,36044,,web,returning
2025-12-29 15:43:59.937511,1506,Filter,view,27181,,mobile,new
2025-12-23 17:31:59.937511,1102,Export,download,31496,1259.0,web,returning
2025-12-08 07:42:59.937511,3659,Filter,click,19160,102.0,mobile,returning
2025-12-02 04:29:59.937511,4634,Export,click,35470,,mobile,new
2026-01-09 10:15:59.937511,1405,,view,36746,582.0,mobile,new
2025-12-02 07:21:59.937511,4503,Search,click,34073,,web,returning
2025-11-21 22:25:59.937511,4887,,view,16007,1367.0,web,new
2025-12-02 23:39:59.937511,1515,,download,23448,150.0,web,new
2025-11-24 05:54:59.937511,4230,Export,click,28171,1768.0,web,returning
2025-11-20 19:42:59.937511,3707,,click,18637,,web,returning
2025-11-20 19:42:59.937511,3707,,click,18637,,web,returning
2025-12-04 23:16:59.937511,1214,dashboard,download,37588,1087.0,web,returning
2025-12-13 18:27:59.937511,3102,Export,click,39622,1041.0,web,returning
2025-11-13 15:36:59.937511,1249,Filter,view,37936,1415.0,mobile,returning
2025-11-18 04:03:59.937511,2319,Export,click,14304,,mobile,returning
2025-12-29 02:35:59.937511,2207,Filter,download,49677,891.0,web,new
2025-12-01 14:43:59.937511,2694,Search,view,36131,861.0,mobile,returning
2025-12-04 00:22:59.937511,2533,dashboard,download,41081,147.0,web,new
2025-12-14 17:37:59.937511,4325,dashboard,download,13930,,web,returning
2025-12-19 07:29:59.937511,4555,KPI Page,click,28850,,mobile,new
2025-11-30 04:18:59.937511,1633,KPI Page,view,24696,1745.0,mobile,returning
2025-12-06 04:06:59.937511,3351,dashboard,view,46763,1581.0,mobile,new
2025-12-08 22:33:59.937511,4774,Search,view,10400,381.0,mobile,new
2026-01-07 10:45:59.937511,4980,Dashboard,click,44765,,mobile,returning
2025-12-14 11:57:59.937511,2276,KPI Page,view,47197,1231.0,web,new
2026-01-06 01:15:59.937511,1203,KPI Page,click,27832,,mobile,returning
2025-11-30 10:29:59.937511,4092,Export,click,32621,890.0,mobile,returning
2025-12-08 21:19:59.937511,1186,dashboard,view,49277,122.0,web,returning
2025-11-23 07:21:59.937511,4130,Search,view,31503,255.0,mobile,returning
2025-12-15 10:08:59.937511,3181,KPI Page,click,42785,,web,returning
2025-11-14 15:58:59.937511,2786,Dashboard,view,15102,,mobile,returning
2025-12-18 20:01:59.937511,2185,Dashboard,view,11366,675.0,mobile,returning
2025-11-20 10:49:59.937511,1996,Filter,download,36243,1083.0,mobile,returning
2025-11-30 23:35:59.937511,2364,,click,15005,1055.0,web,returning
2026-01-08 13:33:59.937511,4338,dashboard,click,16737,,web,new
2026-01-09 11:32:59.937511,1308,dashboard,download,42382,,mobile,returning
2025-11-17 00:44:59.937511,2920,Filter,download,29845,,web,returning
2025-12-09 01:39:59.937511,2891,Filter,click,13728,,web,new
2025-12-26 23:16:59.937511,2574,Filter,download,46327,1631.0,mobile,new
2025-12-24 02:35:59.937511,3053,dashboard,click,39525,,web,new
2025-12-24 02:35:59.937511,3053,dashboard,click,39525,,web,new
2025-12-20 15:51:59.937511,2799,Export,download,49964,,mobile,returning
2025-12-11 14:44:59.937511,3780,Export,click,31931,,web,returning
2026-01-09 13:51:59.937511,4950,Export,click,31847,176.0,mobile,returning
2025-12-16 11:48:59.937511,1528,Export,download,15552,,mobile,new
2025-12-28 17:29:59.937511,1382,KPI Page,download,37748,,web,returning
2025-11-30 07:28:59.937511,2399,,view,22583,473.0,web,new
2025-11-20 00:30:59.937511,3079,,download,44506,,web,returning
2025-11-27 06:37:59.937511,4405,KPI Page,download,20848,,web,returning
2025-12-02 10:27:59.937511,4971,Filter,download,28673,,web,new
2025-12-23 12:08:59.937511,4702,,click,34106,,mobile,returning
2025-12-26 14:10:59.937511,3160,Filter,click,23087,1650.0,mobile,new
2025-12-14 14:29:59.937511,3271,Dashboard,download,43810,1753.0,mobile,new
2025-12-05 15:29:59.937511,2840,Export,click,38670,197.0,mobile,returning
2025-12-18 13:55:59.937511,1218,Filter,download,34507,,web,returning
2025-12-09 19:44:59.937511,4812,Dashboard,download,31973,1630.0,web,new
2025-12-23 19:39:59.937511,3851,,click,40743,928.0,web,new
2025-11-24 10:11:59.937511,3247,KPI Page,download,44588,876.0,mobile,new
2025-11-15 03:52:59.937511,1976,Filter,download,39957,138.0,mobile,new
2026-01-02 03:46:59.937511,1990,KPI Page,click,29088,889.0,mobile,new
2025-11-27 20:45:59.937511,3721,KPI Page,click,44307,748.0,web,returning
2025-11-14 18:40:59.937511,3603,Filter,view,26623,1540.0,mobile,new
2026-01-09 15:01:59.937511,3573,Dashboard,download,31791,283.0,mobile,returning
2025-11-26 18:03:59.937511,4401,,download,40449,,web,new
2025-12-22 11:22:59.937511,1151,Search,click,12870,1630.0,web,returning
2025-12-27 17:26:59.937511,2631,,download,41024,528.0,web,returning
2025-11-15 03:59:59.937511,4546,KPI Page,view,27905,,mobile,returning
2025-12-16 00:12:59.937511,2388,dashboard,view,42605,,web,returning
2026-01-04 15:38:59.937511,4368,dashboard,download,29252,667.0,web,returning
2025-12-08 17:07:59.937511,2826,Export,download,37925,,mobile,returning
2025-12-08 17:07:59.937511,2826,Export,download,37925,,mobile,returning
2025-12-12 21:44:59.937511,3518,Filter,view,13759,,mobile,new
2025-11-23 19:28:59.937511,4476,Export,download,38716,81.0,web,new
2025-12-14 03:49:59.937511,2483,Filter,download,12122,1249.0,mobile,returning
2025-11-17 19:31:59.937511,3350,dashboard,download,34048,,mobile,new
2025-11-13 04:10:59.937511,4013,dashboard,view,43930,802.0,mobile,returning
2025-11-30 08:18:59.937511,3506,Search,download,42191,419.0,web,new
2025-12-21 07:55:59.937511,1359,,download,30944,,web,returning
2025-11-25 03:38:59.937511,3915,KPI Page,download,21409,,web,new
2025-11-23 10:56:59.937511,1969,,view,11722,,mobile,new
2025-11-18 15:54:59.937511,1269,Search,view,41369,,mobile,new
2025-12-09 16:07:59.937511,3631,Dashboard,view,40528,,web,new
2025-11-22 13:26:59.937511,2772,Export,click,18137,1071.0,mobile,new
2025-12-01 08:06:59.937511,2417,Export,view,15168,523.0,mobile,new
2026-01-05 17:48:59.937511,3185,Dashboard,download,21051,1222.0,web,returning
2026-01-01 02:48:59.937511,1168,,click,15323,,web,returning
2025-11-13 13:43:59.937511,3039,KPI Page,download,28983,,mobile,new
2025-12-17 18:41:59.937511,2218,Filter,click,13926,,mobile,returning
2025-12-11 18:43:59.937511,3484,dashboard,view,30926,,mobile,new
2025-12-27 16:33:59.937511,3300,Dashboard,view,25842,965.0,mobile,returning
2025-11-19 15:03:59.937511,1207,Search,view,37402,518.0,mobile,returning
2025-11-25 07:39:59.937511,3040,Export,view,42686,,web,new
2025-12-26 19:43:59.937511,2872,dashboard,click,48230,732.0,web,returning
2026-01-09 08:49:59.937511,3754,Filter,view,45172,26.0,mobile,new
2025-12-14 02:37:59.937511,4128,Filter,view,12965,830.0,web,returning
2025-11-17 12:11:59.937511,2582,Export,view,46035,582.0,web,new
2025-12-11 16:18:59.937511,3284,Search,click,23045,,web,new
2025-12-11 16:18:59.937511,3284,Search,click,23045,,web,new
2025-12-11 03:06:59.937511,4293,Filter,download,39949,315.0,mobile,returning
2026-01-05 22:19:59.937511,4028,,view,48910,,mobile,returning
2025-12-14 08:15:59.937511,2356,KPI Page,click,37298,,web,returning
2026-01-09 11:43:59.937511,4206,,download,47855,476.0,mobile,new
2026-01-06 05:24:59.937511,4172,,view,19684,1692.0,web,new
2025-12-20 23:01:59.937511,2284,Filter,click,37063,1424.0,mobile,returning
2025-11-16 11:37:59.937511,3890,dashboard,download,23588,,mobile,returning
2025-11-26 13:53:59.937511,2882,Export,view,45800,,mobile,new
2025-12-06 05:03:59.937511,3285,Search,click,29504,,web,returning
2025-12-12 13:32:59.937511,3295,,download,27921,599.0,mobile,returning
2025-11-24 03:32:59.937511,2189,Dashboard,view,15179,,mobile,returning
2025-12-29 20:06:59.937511,2110,Export,download,27800,291.0,web,new
2025-12-29 03:38:59.937511,1924,KPI Page,click,13440,,mobile,returning
2025-11-23 07:52:59.937511,1021,Export,click,36667,,mobile,new
2025-12-06 23:03:59.937511,2315,Search,download,13877,1584.0,web,new
2025-11-26 18:00:59.937511,2711,,click,12381,,mobile,new
2025-12-07 03:55:59.937511,4591,Dashboard,click,29555,1173.0,mobile,returning
2026-01-08 04:32:59.937511,3225,Export,view,18794,,mobile,new
2025-12-10 21:57:59.937511,1665,KPI Page,view,26860,1481.0,web,returning
2026-01-01 11:54:59.937511,3762,,click,21501,,mobile,returning
2025-11-19 11:56:59.937511,1756,dashboard,view,31207,518.0,mobile,returning
2025-12-05 02:49:59.937511,4907,Search,view,48172,1490.0,mobile,returning
2025-11-16 11:16:59.937511,3735,Dashboard,view,30106,,mobile,new
2025-12-07 16:05:59.937511,2505,Export,click,24360,,web,returning
2026-01-04 22:49:59.937511,2530,Filter,download,45994,974.0,web,new
2025-12-28 21:22:59.937511,3882,Search,click,46973,239.0,web,new
2025-12-28 04:16:59.937511,2809,Dashboard,download,23461,,web,returning
2025-12-22 02:06:59.937511,1540,Export,view,39936,1164.0,mobile,returning
2025-12-16 20:31:59.937511,2042,,click,24280,1194.0,web,returning
2025-11-16 14:51:59.937511,3216,Dashboard,click,40937,,mobile,new
2026-01-08 04:59:59.937511,3987,KPI Page,view,34540,,mobile,returning
2025-12-29 21:41:59.937511,1544,KPI Page,view,17774,,web,new
2025-11-12 21:13:59.937511,2222,Filter,download,45680,,web,new
2025-11-24 22:26:59.937511,2129,dashboard,download,17395,,web,new
2025-11-19 23:58:59.937511,3432,Dashboard,view,49176,1386.0,web,new
2025-12-02 03:29:59.937511,3210,dashboard,click,19183,,web,returning
2025-12-10 00:04:59.937511,1970,Search,click,44160,,mobile,returning
2026-01-03 16:04:59.937511,4603,KPI Page,click,37997,,web,returning
2025-12-15 12:12:59.937511,4218,Export,view,37284,846.0,mobile,returning
2025-12-29 18:41:59.937511,2939,dashboard,click,29709,1766.0,mobile,new
2025-12-18 17:26:59.937511,3282,Export,click,35455,,web,returning
2025-12-21 18:08:59.937511,4469,Search,click,45103,1493.0,web,returning
2026-01-04 21:08:59.937511,3469,Dashboard,click,22331,1657.0,mobile,new
2025-12-11 02:56:59.937511,2241,Dashboard,click,22453,1528.0,mobile,new
2025-11-29 10:19:59.937511,2624,dashboard,download,31077,,mobile,returning
2025-12-13 12:22:59.937511,2263,Search,view,43607,,web,returning
2025-12-09 23:07:59.937511,4745,dashboard,view,30507,857.0,web,new
2025-12-09 23:07:59.937511,4745,dashboard,view,30507,857.0,web,new
2025-12-31 04:17:59.937511,4828,Export,download,37366,614.0,web,returning
2026-01-01 16:17:59.937511,4413,dashboard,view,46086,,mobile,returning
2026-01-08 05:22:59.937511,4029,Filter,view,21025,,web,new
2025-12-25 06:18:59.937511,1753,Export,download,13849,1083.0,web,new
2025-12-18 08:27:59.937511,1563,,download,25167,149.0,web,new
2025-12-14 18:50:59.937511,1247,Export,download,41667,,web,new
2025-12-18 06:08:59.937511,1048,Dashboard,download,28005,,web,returning
2025-11-27 03:10:59.937511,1438,Dashboard,download,19758,503.0,mobile,returning
2025-12-16 22:36:59.937511,1323,Search,view,40080,1167.0,web,returning
2025-11-18 03:40:59.937511,3677,,download,12076,,mobile,returning
2025-11-15 22:09:59.937511,3608,Dashboard,download,21231,,mobile,returning
2025-11-19 11:53:59.937511,4665,Export,click,25057,,mobile,new
2025-12-06 08:03:59.937511,4683,Export,download,12156,,web,new
2025-12-17 01:39:59.937511,4804,Dashboard,view,20646,1164.0,mobile,returning
2025-11-23 13:17:59.937511,4237,KPI Page,download,15139,,web,new
2025-11-17 17:37:59.937511,2395,Export,download,49033,,web,returning
2025-12-21 19:48:59.937511,3009,dashboard,view,46243,,web,returning
2026-01-06 02:57:59.937511,2209,,click,14817,,web,returning
2026-01-07 12:20:59.937511,1631,KPI Page,view,30753,748.0,web,new
2025-12-21 07:06:59.937511,2474,,view,16699,281.0,web,returning
2025-12-31 07:24:59.937511,3098,Filter,click,11721,,web,returning
2025-11-11 22:31:59.937511,2195,Filter,view,15550,1494.0,web,returning
2025-12-05 07:01:59.937511,2233,Search,view,19563,139.0,mobile,returning
2025-12-24 21:23:59.937511,4205,Dashboard,view,26495,,web,returning
2025-12-08 13:06:59.937511,1027,Filter,view,34896,,mobile,returning
2026-01-09 01:46:59.937511,4990,Export,click,29689,666.0,mobile,returning
2025-12-17 01:32:59.937511,4967,Search,view,42178,1189.0,mobile,returning
2025-12-16 13:56:59.937511,2495,Dashboard,download,23094,1222.0,web,returning
2025-11-29 21:33:59.937511,2795,,view,14532,,mobile,new
2025-12-02 20:16:59.937511,2034,KPI Page,click,37730,,web,returning
2025-12-24 10:28:59.937511,3384,Filter,download,43201,,web,returning
2025-12-29 16:27:59.937511,3432,KPI Page,click,17167,1584.0,mobile,new
2025-11-14 20:20:59.937511,3306,KPI Page,download,36189,,mobile,new
2025-11-14 20:20:59.937511,3306,KPI Page,download,36189,,mobile,new
2025-12-04 08:47:59.937511,1909,Export,download,43999,1152.0,mobile,returning
2026-01-03 09:21:59.937511,3828,Export,click,32607,,web,returning
2025-11-18 15:07:59.937511,1475,,download,19284,,mobile,returning
2025-12-28 05:57:59.937511,2978,Search,view,16397,,mobile,new
2025-11-21 06:58:59.937511,1092,,view,17167,1396.0,web,new
2025-12-10 22:37:59.937511,3293,Filter,view,25194,,web,new
2025-12-20 03:34:59.937511,2620,Dashboard,download,22931,,mobile,new
2025-11-29 13:06:59.937511,2140,,download,14100,1192.0,web,returning
2025-12-22 11:06:59.937511,1466,Search,download,42078,,mobile,returning
2025-12-12 11:37:59.937511,2441,,view,21306,,web,new
2025-12-02 12:44:59.937511,2250,Dashboard,click,34464,1430.0,mobile,returning
2026-01-02 03:14:59.937511,2571,Filter,click,41894,1311.0,web,returning
2025-11-27 20:17:59.937511,2288,,view,13513,,web,returning
2025-12-15 18:18:59.937511,4947,Export,download,42438,,mobile,returning
2025-11-18 08:09:59.937511,3315,Dashboard,click,29142,,web,returning
2025-12-22 10:36:59.937511,3316,KPI Page,view,46026,1056.0,web,returning
2025-12-14 04:59:59.937511,3220,,click,38925,1128.0,mobile,new
2026-01-09 07:32:59.937511,4077,dashboard,view,12112,,mobile,new
2025-11-21 12:00:59.937511,4176,,click,23754,,mobile,new
2025-11-29 14:56:59.937511,4332,dashboard,click,47360,,web,returning
2025-12-07 10:50:59.937511,2185,Export,view,43712,1401.0,web,returning
2025-12-06 01:23:59.937511,4551,KPI Page,click,18696,521.0,mobile,new
2025-12-16 13:26:59.937511,3004,dashboard,download,27610,,mobile,returning
2025-11-19 06:56:59.937511,2650,Export,download,28233,,mobile,returning
2025-11-11 00:58:59.937511,4559,,download,16104,,mobile,new
2025-12-17 00:23:59.937511,1892,Filter,click,42421,,mobile,returning
2025-11-22 16:51:59.937511,3318,,view,32527,1407.0,web,new
2025-12-22 15:32:59.937511,1066,Dashboard,click,38920,944.0,mobile,new
2025-11-22 19:44:59.937511,4613,KPI Page,view,20418,,web,returning
2025-12-14 15:52:59.937511,3721,KPI Page,click,13393,,web,returning
2025-11-19 11:29:59.937511,1004,dashboard,view,15107,281.0,mobile,new
2025-11-19 11:29:59.937511,1004,dashboard,view,15107,281.0,mobile,new
2025-12-12 02:06:59.937511,4346,Dashboard,view,18662,988.0,web,returning
2025-11-20 03:19:59.937511,1422,Search,view,29611,,web,new
2026-01-01 02:05:59.937511,1034,Export,download,20755,,web,new
2026-01-05 21:24:59.937511,3812,Filter,click,15681,215.0,web,returning
2025-12-19 21:34:59.937511,2288,,click,26238,577.0,web,returning
2025-11-13 06:09:59.937511,4472,,download,29768,430.0,mobile,returning
2025-12-02 14:24:59.937511,3027,Filter,click,25799,1033.0,web,returning
2025-11-22 19:53:59.937511,2584,,download,37581,758.0,mobile,new
2025-11-22 19:53:59.937511,2584,,download,37581,758.0,mobile,new
2025-11-16 23:05:59.937511,1056,Search,click,12610,,mobile,returning
2025-12-17 10:21:59.937511,1337,KPI Page,download,45235,1271.0,mobile,new
2025-12-27 08:31:59.937511,4772,dashboard,click,45152,,web,returning
2025-12-02 12:52:59.937511,1237,dashboard,click,38474,,web,returning
2026-01-09 17:06:59.937511,4033,dashboard,click,10830,1459.0,web,new
2025-12-12 08:57:59.937511,3142,Export,download,26990,,web,returning
2025-11-21 13:27:59.937511,4159,Dashboard,view,38136,567.0,mobile,new
2025-12-27 07:23:59.937511,2475,Dashboard,view,47151,,web,returning
2026-01-02 01:17:59.937511,3761,KPI Page,click,24968,1527.0,web,new
2025-12-23 18:09:59.937511,2490,Filter,click,21728,1766.0,mobile,new
2025-12-18 16:53:59.937511,4751,KPI Page,view,27777,1701.0,mobile,new
2025-11-15 14:37:59.937511,1734,dashboard,download,13009,831.0,mobile,returning
2025-12-09 02:17:59.937511,2340,Dashboard,download,39933,,web,returning
2025-12-08 11:28:59.937511,4029,Export,click,40403,,web,new
2025-12-18 03:18:59.937511,1097,dashboard,download,32703,1312.0,mobile,new
2025-12-15 01:33:59.937511,4477,KPI Page,download,30153,222.0,web,returning
2025-11-16 06:24:59.937511,4983,dashboard,download,28338,200.0,web,returning
2025-12-14 17:17:59.937511,2877,KPI Page,click,48061,205.0,mobile,new
2025-11-16 11:37:59.937511,2781,KPI Page,click,25517,,mobile,returning
2025-12-10 12:16:59.937511,2302,Filter,view,25309,162.0,web,new
2025-11-25 18:38:59.937511,2841,Filter,view,36641,,web,returning
2025-12-04 22:29:59.937511,4491,Dashboard,click,20329,,web,new
2025-12-10 15:38:59.937511,1607,Dashboard,download,26267,,web,returning
2025-11-26 15:23:59.937511,1127,Filter,view,46434,1542.0,web,returning
2025-11-23 12:56:59.937511,1497,Dashboard,click,24567,277.0,mobile,returning
2026-01-08 11:54:59.937511,1344,Export,download,26962,1674.0,web,new
2026-01-08 14:44:59.937511,2816,,click,16027,,web,new
2025-11-15 10:11:59.937511,1688,Export,view,35886,1026.0,mobile,returning
2025-11-30 08:37:59.937511,4720,dashboard,view,28340,923.0,web,new
2025-12-26 05:24:59.937511,2687,Export,view,13996,,mobile,new
2026-01-08 07:27:59.937511,4623,,download,26328,1301.0,mobile,returning
2025-12-24 22:21:59.937511,2409,Export,download,31076,,web,new
2025-11-30 18:01:59.937511,1120,,view,13839,,mobile,new
2025-11-19 22:18:59.937511,2015,KPI Page,click,27467,1102.0,web,returning
